geoid,name,B16007001,"B16007001, Error",B16007002,"B16007002, Error",B16007003,"B16007003, Error",B16007004,"B16007004, Error",B16007005,"B16007005, Error",B16007006,"B16007006, Error",B16007007,"B16007007, Error",B16007008,"B16007008, Error",B16007009,"B16007009, Error",B16007010,"B16007010, Error",B16007011,"B16007011, Error",B16007012,"B16007012, Error",B16007013,"B16007013, Error",B16007014,"B16007014, Error",B16007015,"B16007015, Error",B16007016,"B16007016, Error",B16007017,"B16007017, Error",B16007018,"B16007018, Error",B16007019,"B16007019, Error"
14000US42101013100,"Census Tract 131, Philadelphia, PA",1608,194,322,113,322,113,0,10,0,10,0,10,0,10,1102,120,971,115,23,28,9,12,99,85,0,10,184,61,184,61,0,10,0,10,0,10,0,10
14000US42101013200,"Census Tract 132, Philadelphia, PA",2593,325,445,215,359,196,10,16,0,10,76,104,0,10,1454,280,1342,286,33,33,10,15,56,53,13,21,694,170,642,172,20,25,0,10,32,37,0,10
14000US42101013300,"Census Tract 133, Philadelphia, PA",2946,260,154,67,154,67,0,10,0,10,0,10,0,10,2659,267,2214,274,94,47,150,65,132,90,69,56,133,53,133,53,0,10,0,10,0,10,0,10
14000US42101013401,"Census Tract 134.01, Philadelphia, PA",2373,218,51,50,51,50,0,10,0,10,0,10,0,10,1428,203,1240,201,10,15,95,74,65,42,18,29,894,185,826,179,20,31,48,42,0,10,0,10
14000US42101013402,"Census Tract 134.02, Philadelphia, PA",3010,292,175,87,163,94,0,10,12,18,0,10,0,10,2538,289,2112,292,135,93,230,104,41,50,20,31,297,119,212,108,41,32,44,41,0,10,0,10
14000US42101013500,"Census Tract 135, Philadelphia, PA",3737,467,385,119,360,116,18,27,0,10,7,10,0,10,2893,464,2543,427,183,128,58,39,88,75,21,25,459,79,367,60,6,10,34,43,31,47,21,30
14000US42101013601,"Census Tract 136.01, Philadelphia, PA",2683,197,182,63,182,63,0,10,0,10,0,10,0,10,2082,190,1874,199,37,43,112,65,48,48,11,17,419,66,314,65,0,10,37,30,68,58,0,10
14000US42101013602,"Census Tract 136.02, Philadelphia, PA",3609,249,412,126,316,90,23,34,58,82,15,26,0,10,2843,182,2479,218,34,30,198,124,102,74,30,30,354,39,240,73,0,10,95,71,19,21,0,10
14000US42101013700,"Census Tract 137, Philadelphia, PA",4999,712,635,329,529,307,75,117,0,15,31,49,0,15,3897,596,3564,571,173,130,59,97,89,74,12,19,467,179,467,179,0,15,0,15,0,15,0,15
14000US42101013800,"Census Tract 138, Philadelphia, PA",1912,263,288,141,264,122,24,34,0,10,0,10,0,10,1453,187,1370,186,47,59,23,27,13,25,0,10,171,37,171,37,0,10,0,10,0,10,0,10
14000US42101013900,"Census Tract 139, Philadelphia, PA",1683,309,121,95,121,95,0,10,0,10,0,10,0,10,1167,259,1039,245,59,72,60,51,9,20,0,10,395,118,348,106,47,58,0,10,0,10,0,10
14000US42101014000,"Census Tract 140, Philadelphia, PA",3716,480,568,229,541,222,0,10,0,10,27,41,0,10,2856,385,2346,372,138,127,123,83,242,136,7,11,292,75,292,75,0,10,0,10,0,10,0,10
14000US42101014100,"Census Tract 141, Philadelphia, PA",2520,529,237,133,212,126,0,10,0,10,25,39,0,10,1715,474,1522,461,44,47,13,20,136,76,0,10,568,110,391,118,90,71,23,19,64,61,0,10
14000US42101014200,"Census Tract 142, Philadelphia, PA",4861,449,279,135,279,135,0,15,0,15,0,15,0,15,4440,385,3768,414,197,133,244,220,186,132,45,73,142,74,83,62,41,54,0,15,0,15,18,29
14000US42101014300,"Census Tract 143, Philadelphia, PA",1820,165,66,37,60,37,0,10,6,11,0,10,0,10,1624,167,1464,163,15,16,103,73,42,38,0,10,130,19,118,25,0,10,12,20,0,10,0,10
14000US42101014400,"Census Tract 144, Philadelphia, PA",4051,477,391,180,320,174,60,58,0,10,0,10,11,21,3339,450,2345,276,750,485,46,51,180,104,18,33,321,122,108,80,213,79,0,10,0,10,0,10
14000US42101014500,"Census Tract 145, Philadelphia, PA",1770,255,423,117,383,109,40,28,0,10,0,10,0,10,1100,188,836,157,231,112,13,17,20,30,0,10,247,39,184,42,63,38,0,10,0,10,0,10
14000US42101014600,"Census Tract 146, Philadelphia, PA",4182,355,450,140,428,139,0,10,13,17,9,9,0,10,3170,329,2660,325,77,64,176,77,254,110,3,8,562,80,529,78,33,51,0,10,0,10,0,10
14000US42101014700,"Census Tract 147, Philadelphia, PA",2429,397,280,145,205,84,75,120,0,10,0,10,0,10,2067,350,1761,298,54,41,72,63,93,84,87,132,82,96,82,96,0,10,0,10,0,10,0,10
14000US42101014800,"Census Tract 148, Philadelphia, PA",789,241,157,107,157,107,0,10,0,10,0,10,0,10,492,165,441,151,7,9,0,10,44,69,0,10,140,47,140,47,0,10,0,10,0,10,0,10
14000US42101014900,"Census Tract 149, Philadelphia, PA",3740,707,687,442,602,429,72,118,13,20,0,10,0,10,2351,461,2042,442,167,165,24,39,30,45,88,98,702,157,702,157,0,10,0,10,0,10,0,10
14000US42101015101,"Census Tract 151.01, Philadelphia, PA",2160,399,608,295,580,288,0,10,28,35,0,10,0,10,1306,263,1260,263,27,33,19,19,0,10,0,10,246,58,246,58,0,10,0,10,0,10,0,10
14000US42101015102,"Census Tract 151.02, Philadelphia, PA",3981,639,712,331,699,331,13,24,0,10,0,10,0,10,2811,500,2693,488,11,22,0,10,69,115,38,59,458,106,447,107,0,10,0,10,11,19,0,10
14000US42101015200,"Census Tract 152, Philadelphia, PA",4774,889,1062,323,985,313,24,37,0,15,0,15,53,67,3297,657,3116,606,105,100,0,15,20,32,56,95,415,280,415,280,0,15,0,15,0,15,0,15
14000US42101015300,"Census Tract 153, Philadelphia, PA",4069,546,329,214,257,189,0,10,3,7,69,98,0,10,3557,541,3209,532,65,64,57,66,206,185,20,38,183,99,183,99,0,10,0,10,0,10,0,10
14000US42101015600,"Census Tract 156, Philadelphia, PA",1518,225,223,78,177,69,21,25,0,10,13,20,12,19,1106,167,535,141,518,135,34,24,19,20,0,10,189,49,81,43,108,41,0,10,0,10,0,10
14000US42101015700,"Census Tract 157, Philadelphia, PA",2482,318,381,138,208,91,48,42,0,10,0,10,125,89,1898,282,1106,280,543,180,37,45,0,10,212,125,203,73,113,62,90,51,0,10,0,10,0,10
14000US42101015800,"Census Tract 158, Philadelphia, PA",6401,380,611,130,611,130,0,15,0,15,0,15,0,15,5165,384,4868,394,69,67,115,80,43,69,70,111,625,183,581,184,29,48,0,15,15,23,0,15
14000US42101016000,"Census Tract 160, Philadelphia, PA",6452,588,651,215,502,228,0,15,119,125,30,51,0,15,5276,496,4784,533,132,83,189,154,142,134,29,48,525,120,484,129,0,15,21,26,20,35,0,15
14000US42101016100,"Census Tract 161, Philadelphia, PA",5663,465,621,173,501,214,56,66,0,15,64,65,0,15,4612,443,3362,372,604,241,71,55,521,182,54,60,430,94,363,75,34,52,0,15,33,38,0,15
14000US42101016200,"Census Tract 162, Philadelphia, PA",1962,287,399,140,177,92,144,87,0,10,38,43,40,54,1301,219,506,150,716,188,0,10,49,63,30,42,262,48,18,21,226,54,0,10,18,27,0,10
14000US42101016300,"Census Tract 163, Philadelphia, PA",2790,425,650,279,288,187,362,227,0,10,0,10,0,10,1872,290,596,193,1130,198,0,10,146,142,0,10,268,72,80,74,164,85,0,10,24,42,0,10
14000US42101016400,"Census Tract 164, Philadelphia, PA",4410,577,493,164,345,142,148,105,0,10,0,10,0,10,3486,529,1434,349,2041,502,0,10,0,10,11,20,431,93,146,68,285,88,0,10,0,10,0,10
14000US42101016500,"Census Tract 165, Philadelphia, PA",2781,686,800,287,752,285,38,61,10,20,0,10,0,10,1769,519,1610,505,141,132,18,32,0,10,0,10,212,99,181,94,18,29,13,24,0,10,0,10
14000US42101016600,"Census Tract 166, Philadelphia, PA",2233,492,240,178,240,178,0,10,0,10,0,10,0,10,1900,435,1732,416,121,92,25,32,5,8,17,21,93,85,93,85,0,10,0,10,0,10,0,10
14000US42101016701,"Census Tract 167.01, Philadelphia, PA",2563,481,532,299,532,299,0,10,0,10,0,10,0,10,1690,343,1620,334,4,10,66,103,0,10,0,10,341,181,341,181,0,10,0,10,0,10,0,10
14000US42101016702,"Census Tract 167.02, Philadelphia, PA",2582,354,472,164,472,164,0,10,0,10,0,10,0,10,1713,296,1642,301,50,60,13,19,8,13,0,10,397,101,397,101,0,10,0,10,0,10,0,10
14000US42101016800,"Census Tract 168, Philadelphia, PA",2819,344,401,188,332,213,69,59,0,10,0,10,0,10,2016,293,1871,300,111,87,0,10,0,10,34,45,402,93,373,100,29,47,0,10,0,10,0,10
14000US42101016901,"Census Tract 169.01, Philadelphia, PA",2896,563,254,179,227,174,0,10,27,44,0,10,0,10,2273,575,2085,511,38,57,131,207,19,37,0,10,369,87,369,87,0,10,0,10,0,10,0,10
14000US42101016902,"Census Tract 169.02, Philadelphia, PA",4214,688,1060,459,976,442,84,108,0,10,0,10,0,10,2368,346,2270,350,37,57,61,97,0,10,0,10,786,228,747,222,39,60,0,10,0,10,0,10
14000US42101017000,"Census Tract 170, Philadelphia, PA",2607,377,218,153,218,153,0,10,0,10,0,10,0,10,2100,295,1954,292,60,61,7,10,4,7,75,69,289,67,289,67,0,10,0,10,0,10,0,10
14000US42101017100,"Census Tract 171, Philadelphia, PA",3277,501,360,142,360,142,0,10,0,10,0,10,0,10,2285,466,2077,500,116,106,0,10,0,10,92,90,632,140,632,140,0,10,0,10,0,10,0,10
14000US42101017201,"Census Tract 172.01, Philadelphia, PA",2539,398,303,140,281,146,22,40,0,10,0,10,0,10,1881,347,1651,369,58,83,0,10,152,201,20,34,355,139,355,139,0,10,0,10,0,10,0,10
14000US42101017202,"Census Tract 172.02, Philadelphia, PA",3652,548,572,251,549,246,23,38,0,10,0,10,0,10,2304,394,2235,390,40,51,0,10,29,46,0,10,776,188,690,134,0,10,0,10,86,137,0,10
14000US42101017300,"Census Tract 173, Philadelphia, PA",2241,356,261,175,210,149,0,10,0,10,0,10,51,86,1473,296,1328,237,68,70,0,10,0,10,77,132,507,135,507,135,0,10,0,10,0,10,0,10
14000US42101017400,"Census Tract 174, Philadelphia, PA",2194,297,249,122,198,111,51,70,0,10,0,10,0,10,1551,237,1380,238,144,117,0,10,27,34,0,10,394,102,355,100,33,34,0,10,6,9,0,10
14000US42101017500,"Census Tract 175, Philadelphia, PA",6492,846,1437,467,663,314,748,350,0,15,26,42,0,15,4371,605,1192,400,3134,559,0,15,45,73,0,15,684,182,156,100,528,208,0,15,0,15,0,15
14000US42101017601,"Census Tract 176.01, Philadelphia, PA",4611,541,1077,297,303,176,774,310,0,10,0,10,0,10,2890,383,435,183,2451,405,0,10,4,10,0,10,644,151,178,92,466,133,0,10,0,10,0,10
14000US42101017602,"Census Tract 176.02, Philadelphia, PA",4140,450,1275,363,911,351,351,200,0,10,13,29,0,10,2633,325,770,204,1850,318,0,10,13,27,0,10,232,77,41,43,191,80,0,10,0,10,0,10
14000US42101017701,"Census Tract 177.01, Philadelphia, PA",2962,472,809,296,573,289,236,141,0,10,0,10,0,10,1975,364,1194,283,760,259,0,10,5,14,16,34,178,88,78,57,95,71,0,10,5,16,0,10
14000US42101017702,"Census Tract 177.02, Philadelphia, PA",4564,630,1145,322,594,242,551,222,0,15,0,15,0,15,3070,436,1011,232,2041,435,18,28,0,15,0,15,349,137,88,56,261,123,0,15,0,15,0,15
14000US42101017800,"Census Tract 178, Philadelphia, PA",5023,750,1346,476,1131,435,215,177,0,15,0,15,0,15,3126,473,2256,443,791,303,37,42,42,64,0,15,551,252,350,200,201,134,0,15,0,15,0,15
14000US42101017900,"Census Tract 179, Philadelphia, PA",5695,889,1430,475,1244,480,186,190,0,15,0,15,0,15,3757,703,2335,633,1206,491,178,231,22,36,16,26,508,215,423,177,23,51,62,100,0,15,0,15
14000US42101018001,"Census Tract 180.01, Philadelphia, PA",2947,346,327,112,316,109,0,10,0,10,11,16,0,10,2402,348,2164,356,76,79,162,92,0,10,0,10,218,88,207,86,0,10,11,17,0,10,0,10
14000US42101018002,"Census Tract 180.02, Philadelphia, PA",5551,495,939,222,791,236,87,132,0,15,40,65,21,36,3785,376,3400,418,74,74,222,180,89,106,0,15,827,157,576,177,43,70,182,134,26,44,0,15
14000US42101018300,"Census Tract 183, Philadelphia, PA",3796,340,543,198,514,194,0,10,29,37,0,10,0,10,2712,272,2547,293,42,55,123,77,0,10,0,10,541,78,530,79,0,10,11,17,0,10,0,10
14000US42101018400,"Census Tract 184, Philadelphia, PA",2063,174,450,80,439,84,6,11,5,11,0,10,0,10,1374,148,1316,143,43,66,15,17,0,10,0,10,239,39,178,40,4,7,57,48,0,10,0,10
14000US42101018800,"Census Tract 188, Philadelphia, PA",8054,1050,2565,627,1568,475,997,591,0,15,0,15,0,15,5088,722,3017,720,1950,407,14,21,15,25,92,140,401,175,153,101,197,119,0,15,51,79,0,15
14000US42101019000,"Census Tract 190, Philadelphia, PA",7038,671,1846,438,767,343,877,345,0,15,81,80,121,192,4760,568,1821,370,2791,475,0,15,115,97,33,53,432,86,283,106,146,119,3,6,0,15,0,15
14000US42101019100,"Census Tract 191, Philadelphia, PA",7413,693,1873,460,956,439,752,330,0,15,165,127,0,15,4696,486,1427,309,2658,436,20,31,591,226,0,15,844,234,438,146,334,196,0,15,72,82,0,15
14000US42101019200,"Census Tract 192, Philadelphia, PA",8144,895,2901,616,1517,492,1365,559,0,15,19,31,0,15,4764,563,2219,514,2300,411,0,15,211,203,34,53,479,164,212,113,186,131,20,30,61,89,0,15
14000US42101019501,"Census Tract 195.01, Philadelphia, PA",4108,388,694,184,299,178,395,162,0,10,0,10,0,10,2882,343,744,255,2138,387,0,10,0,10,0,10,532,83,71,51,461,107,0,10,0,10,0,10
14000US42101019502,"Census Tract 195.02, Philadelphia, PA",3327,495,898,274,397,213,501,237,0,10,0,10,0,10,2194,367,759,248,1435,336,0,10,0,10,0,10,235,105,32,32,203,99,0,10,0,10,0,10
14000US42101019700,"Census Tract 197, Philadelphia, PA",6527,679,1374,420,896,437,478,217,0,15,0,15,0,15,4470,755,2101,650,2369,481,0,15,0,15,0,15,683,110,368,154,315,131,0,15,0,15,0,15
14000US42101019800,"Census Tract 198, Philadelphia, PA",6421,785,1596,526,717,348,793,432,0,15,23,35,63,68,4217,543,1663,437,2362,373,0,15,177,128,15,25,608,133,170,81,346,127,0,15,92,53,0,15
14000US42101019900,"Census Tract 199, Philadelphia, PA",3940,698,833,404,699,346,134,152,0,10,0,10,0,10,2669,429,1223,376,1446,298,0,10,0,10,0,10,438,151,266,96,172,135,0,10,0,10,0,10
14000US42101020000,"Census Tract 200, Philadelphia, PA",1212,196,192,71,160,69,32,45,0,10,0,10,0,10,884,166,726,194,127,89,1,2,18,24,12,24,136,58,136,58,0,10,0,10,0,10,0,10
14000US42101020101,"Census Tract 201.01, Philadelphia, PA",3163,532,738,300,738,300,0,10,0,10,0,10,0,10,1878,351,1748,335,40,42,0,10,47,53,43,47,547,107,504,96,43,49,0,10,0,10,0,10
14000US42101020102,"Census Tract 201.02, Philadelphia, PA",3097,523,475,245,475,245,0,10,0,10,0,10,0,10,2072,436,2043,439,29,47,0,10,0,10,0,10,550,198,550,198,0,10,0,10,0,10,0,10
14000US42101020200,"Census Tract 202, Philadelphia, PA",4258,742,479,364,361,304,118,190,0,10,0,10,0,10,2953,686,2827,697,126,128,0,10,0,10,0,10,826,422,812,416,6,14,0,10,8,19,0,10
14000US42101020300,"Census Tract 203, Philadelphia, PA",2488,474,394,212,362,202,32,53,0,10,0,10,0,10,1616,358,1346,295,198,171,31,46,41,62,0,10,478,100,458,100,0,10,10,18,10,16,0,10
14000US42101020400,"Census Tract 204, Philadelphia, PA",2580,459,353,172,302,187,51,76,0,10,0,10,0,10,1731,406,1684,403,47,48,0,10,0,10,0,10,496,156,496,156,0,10,0,10,0,10,0,10
14000US42101020500,"Census Tract 205, Philadelphia, PA",2533,339,200,209,187,206,13,20,0,10,0,10,0,10,1570,252,1534,264,0,10,0,10,36,59,0,10,763,198,661,193,14,23,0,10,88,77,0,10
14000US42101020600,"Census Tract 206, Philadelphia, PA",1639,175,204,63,191,58,5,8,8,13,0,10,0,10,1168,166,874,124,119,94,113,86,41,35,21,14,267,55,239,58,0,10,28,24,0,10,0,10
14000US42101020700,"Census Tract 207, Philadelphia, PA",5415,474,302,143,277,134,0,15,12,18,13,34,0,15,4514,402,4243,384,40,35,102,78,123,118,6,13,599,220,540,214,28,45,0,15,31,50,0,15
14000US42101020800,"Census Tract 208, Philadelphia, PA",2247,290,78,43,78,43,0,10,0,10,0,10,0,10,1819,289,1504,272,31,27,111,55,169,88,4,7,350,84,307,72,30,34,13,22,0,10,0,10
14000US42101020900,"Census Tract 209, Philadelphia, PA",2840,341,121,78,114,71,0,10,7,20,0,10,0,10,2437,319,2194,318,72,40,127,80,35,43,9,15,282,77,277,79,5,8,0,10,0,10,0,10
14000US42101021000,"Census Tract 210, Philadelphia, PA",5064,428,209,92,181,79,28,46,0,15,0,15,0,15,4199,397,3891,397,193,112,68,59,23,37,24,37,656,149,589,145,0,15,67,55,0,15,0,15
14000US42101021100,"Census Tract 211, Philadelphia, PA",2329,194,181,56,161,54,11,17,9,14,0,10,0,10,1811,197,1578,218,29,21,114,82,47,49,43,51,337,120,320,119,0,10,17,18,0,10,0,10
14000US42101021200,"Census Tract 212, Philadelphia, PA",2244,229,301,107,245,125,0,10,56,69,0,10,0,10,1696,193,1221,177,125,101,328,161,22,26,0,10,247,60,221,57,5,13,0,10,21,34,0,10
14000US42101021300,"Census Tract 213, Philadelphia, PA",3337,311,290,132,290,132,0,10,0,10,0,10,0,10,2669,245,2468,256,120,91,42,37,39,49,0,10,378,68,352,70,18,27,8,13,0,10,0,10
14000US42101021400,"Census Tract 214, Philadelphia, PA",3810,380,190,65,153,80,37,48,0,10,0,10,0,10,3325,325,3067,351,109,67,101,106,24,27,24,26,295,97,284,98,11,19,0,10,0,10,0,10
14000US42101021500,"Census Tract 215, Philadelphia, PA",3652,272,276,106,276,106,0,10,0,10,0,10,0,10,3019,246,2712,246,61,50,46,43,91,122,109,90,357,55,357,55,0,10,0,10,0,10,0,10
14000US42101021600,"Census Tract 216, Philadelphia, PA",2275,193,162,42,162,42,0,10,0,10,0,10,0,10,1804,184,1517,170,18,18,90,49,94,80,85,111,309,74,305,74,4,6,0,10,0,10,0,10
14000US42101021700,"Census Tract 217, Philadelphia, PA",5410,343,580,210,580,210,0,15,0,15,0,15,0,15,3698,261,3467,279,115,99,10,20,102,86,4,10,1132,136,1042,177,0,15,71,99,0,15,19,26
14000US42101021800,"Census Tract 218, Philadelphia, PA",4594,412,524,191,524,191,0,15,0,15,0,15,0,15,3463,433,3215,463,73,91,128,154,32,43,15,25,607,87,607,87,0,15,0,15,0,15,0,15
14000US42101021900,"Census Tract 219, Philadelphia, PA",1367,113,139,26,132,27,0,10,0,10,7,10,0,10,971,105,903,104,44,42,14,13,10,11,0,10,257,53,257,53,0,10,0,10,0,10,0,10
14000US42101022000,"Census Tract 220, Philadelphia, PA",1474,128,116,35,97,36,11,16,0,10,8,12,0,10,703,131,652,129,31,30,6,9,14,17,0,10,655,121,595,115,31,25,24,26,0,10,5,8
14000US42101023100,"Census Tract 231, Philadelphia, PA",1190,97,210,38,200,39,10,11,0,10,0,10,0,10,716,57,644,56,35,24,32,28,5,8,0,10,264,56,236,51,0,10,24,24,4,7,0,10
14000US42101023500,"Census Tract 235, Philadelphia, PA",1183,209,158,85,148,85,0,10,10,16,0,10,0,10,766,118,691,120,23,35,47,40,5,8,0,10,259,76,255,76,0,10,0,10,0,10,4,7
14000US42101023600,"Census Tract 236, Philadelphia, PA",2305,198,325,97,325,97,0,10,0,10,0,10,0,10,1296,135,1125,148,32,44,70,49,21,32,48,62,684,95,666,96,9,21,9,20,0,10,0,10
14000US42101023700,"Census Tract 237, Philadelphia, PA",4179,547,498,223,480,225,2,4,0,10,16,29,0,10,2811,425,2550,423,166,87,67,61,28,42,0,10,870,210,813,208,7,14,13,29,37,48,0,10
14000US42101023800,"Census Tract 238, Philadelphia, PA",4336,560,334,150,246,123,78,99,10,17,0,10,0,10,3278,528,3047,531,96,98,55,58,7,16,73,82,724,188,719,187,5,10,0,10,0,10,0,10
14000US42101023900,"Census Tract 239, Philadelphia, PA",1539,188,18,29,18,29,0,10,0,10,0,10,0,10,1140,168,867,165,57,53,19,29,151,102,46,50,381,92,359,89,9,14,13,19,0,10,0,10
14000US42101024000,"Census Tract 240, Philadelphia, PA",3389,407,447,154,426,155,12,15,9,16,0,10,0,10,2485,364,2186,340,162,86,53,40,59,42,25,40,457,92,359,82,55,54,43,37,0,10,0,10
14000US42101024100,"Census Tract 241, Philadelphia, PA",1434,200,94,68,94,68,0,10,0,10,0,10,0,10,813,156,758,146,21,25,12,19,9,23,13,20,527,142,516,129,11,25,0,10,0,10,0,10
14000US42101024200,"Census Tract 242, Philadelphia, PA",3716,521,734,291,734,291,0,10,0,10,0,10,0,10,2501,377,2386,377,51,55,25,27,39,41,0,10,481,141,455,137,26,36,0,10,0,10,0,10
14000US42101024300,"Census Tract 243, Philadelphia, PA",3607,529,759,312,672,308,0,10,32,48,0,10,55,46,2344,282,2169,276,33,44,31,46,25,27,86,84,504,92,492,99,0,10,12,19,0,10,0,10
14000US42101024400,"Census Tract 244, Philadelphia, PA",2986,592,792,291,792,291,0,10,0,10,0,10,0,10,1896,369,1880,367,0,10,1,3,0,10,15,24,298,77,298,77,0,10,0,10,0,10,0,10
14000US42101024500,"Census Tract 245, Philadelphia, PA",3621,540,839,282,822,282,0,10,0,10,0,10,17,30,2288,375,2160,363,79,83,9,13,40,42,0,10,494,112,476,112,0,10,18,28,0,10,0,10
14000US42101024600,"Census Tract 246, Philadelphia, PA",2392,435,546,184,472,178,74,75,0,10,0,10,0,10,1504,313,1376,323,114,98,0,10,14,21,0,10,342,113,305,106,24,40,13,19,0,10,0,10
14000US42101024700,"Census Tract 247, Philadelphia, PA",4135,673,681,235,681,235,0,10,0,10,0,10,0,10,2920,580,2812,574,17,22,0,10,28,20,63,85,534,111,514,112,17,19,3,6,0,10,0,10
14000US42101024800,"Census Tract 248, Philadelphia, PA",2125,324,560,166,560,166,0,10,0,10,0,10,0,10,1237,224,1162,223,55,73,20,26,0,10,0,10,328,52,328,52,0,10,0,10,0,10,0,10
14000US42101024900,"Census Tract 249, Philadelphia, PA",2574,333,324,158,324,158,0,10,0,10,0,10,0,10,1733,295,1731,295,2,5,0,10,0,10,0,10,517,173,517,173,0,10,0,10,0,10,0,10
14000US42101025200,"Census Tract 252, Philadelphia, PA",6884,832,1195,372,1044,356,151,158,0,15,0,15,0,15,4531,586,4359,598,163,102,9,16,0,15,0,15,1158,239,1158,239,0,15,0,15,0,15,0,15
14000US42101025300,"Census Tract 253, Philadelphia, PA",4101,412,687,181,628,184,0,10,0,10,34,54,25,38,2983,314,2813,327,23,28,52,49,71,77,24,37,431,102,421,101,10,15,0,10,0,10,0,10
14000US42101025400,"Census Tract 254, Philadelphia, PA",3918,415,518,157,435,142,83,88,0,10,0,10,0,10,2541,315,2354,320,121,81,57,68,9,14,0,10,859,223,798,221,0,10,52,57,9,14,0,10
14000US42101025500,"Census Tract 255, Philadelphia, PA",2574,253,292,104,292,104,0,10,0,10,0,10,0,10,1803,222,1681,221,65,77,24,35,16,25,17,26,479,78,410,74,11,18,0,10,32,50,26,37
14000US42101025600,"Census Tract 256, Philadelphia, PA",2766,257,328,128,328,128,0,10,0,10,0,10,0,10,1754,178,1673,179,0,10,67,45,0,10,14,21,684,135,659,132,18,26,7,12,0,10,0,10
14000US42101025700,"Census Tract 257, Philadelphia, PA",3711,361,370,156,226,123,104,98,0,10,40,52,0,10,2579,283,2162,334,177,126,69,41,142,102,29,32,762,149,736,145,0,10,26,29,0,10,0,10
14000US42101025800,"Census Tract 258, Philadelphia, PA",1707,134,219,69,213,69,0,10,6,9,0,10,0,10,1021,119,975,124,0,10,25,34,0,10,21,30,467,56,461,56,0,10,6,10,0,10,0,10
14000US42101025900,"Census Tract 259, Philadelphia, PA",4232,516,659,281,639,278,20,31,0,10,0,10,0,10,2761,338,2658,370,0,10,0,10,23,46,80,94,812,176,800,176,0,10,12,23,0,10,0,10
14000US42101026000,"Census Tract 260, Philadelphia, PA",2953,274,352,140,307,139,10,17,0,10,0,10,35,43,1982,221,1830,236,23,33,15,27,10,15,104,103,619,97,537,100,25,32,13,21,0,10,44,54
14000US42101026100,"Census Tract 261, Philadelphia, PA",3004,342,375,144,375,144,0,10,0,10,0,10,0,10,1744,234,1639,249,28,37,77,68,0,10,0,10,885,92,809,98,30,46,46,53,0,10,0,10
14000US42101026200,"Census Tract 262, Philadelphia, PA",3657,415,497,197,485,205,12,22,0,10,0,10,0,10,2177,378,1970,363,51,79,156,243,0,10,0,10,983,155,916,144,0,10,32,30,7,12,28,42
